F2,F3,F1,F11,F4,F6,F10,F9,F5,F7,F12,F8,out
2.02,3.582,1.89,1.149,3.157,0.2441,1.545,0.2295,0.2417,0.2637,5.53,0.1501,a
2.078,3.861,1.819,1.237,3.129,0.271,1.438,0.271,0.2747,0.2307,5.173,0.06714,a
2.078,3.857,2.825,1.061,3.127,0.2112,1.488,0.2832,0.3601,0.271,5.739,0.1208,a
2.08,4.333,4.597,1.151,4.468,0.8337,1.481,0.3833,0.5408,0.3821,5.153,0.2356,a
2.097,4.742,4.856,1.182,5.19,1.345,1.447,0.6604,0.8569,0.5579,5.658,0.1807,a
2.12,5.067,4.736,1.55,5.396,1.943,1.631,1.005,1.125,0.6824,5.242,0.3796,a
2.053,5.327,4.714,2.241,5.804,2.213,1.873,1.285,1.331,0.8508,5.695,0.4016,a
1.996,5.509,4.673,4.928,5.781,2.629,2.407,1.462,1.528,0.7971,5.409,0.4687,a
1.888,5.846,5.016,5.459,5.863,2.747,3.726,1.525,1.67,0.8472,5.406,0.3857,a
2.003,5.372,4.938,5.57,5.867,2.849,4.615,1.686,1.945,0.9656,4.818,0.5127,a
1.851,5.441,4.692,5.586,5.898,2.92,5.066,1.912,2.021,0.9131,5.055,0.4834,a
1.949,5.352,5.094,5.479,5.903,3.004,5.194,1.964,2.052,1.089,5.588,0.5078,a
1.926,5.605,5.01,5.331,5.901,3.081,5.079,2.006,2.335,1.064,5.076,0.4773,a
1.975,5.404,4.966,5.371,5.962,3.04,5.016,2.023,2.092,1.149,5.514,0.5273,a
1.871,5.66,4.924,5.347,5.95,3.154,5.018,2.15,2.358,1.145,5.28,0.5554,a
1.926,5.526,4.985,5.41,5.916,3.046,5.032,2.021,2.317,1.017,5.45,0.4419,a
1.875,5.404,4.99,5.393,5.947,3.041,5.078,2.053,2.305,1.184,5.78,0.5969,a
1.752,5.48,5.039,5.305,5.947,3.215,5.072,2.128,2.366,1.089,5.186,0.553,a
1.88,5.474,4.705,5.56,5.937,3.165,5.199,2.129,2.35,1.206,5.483,0.5676,a
1.76,5.499,4.795,5.513,5.964,3.07,5.155,2.01,2.372,1.088,5.736,0.5164,a
1.827,5.436,4.958,5.554,5.872,3.19,5.077,2.209,2.368,1.226,4.877,0.6885,a
1.818,5.642,4.739,5.293,5.886,2.987,5.037,2.101,2.434,1.104,5.455,0.564,a
1.813,5.403,4.811,5.381,5.93,3.093,5.159,2.245,2.429,1.082,4.778,0.4224,a
1.831,5.884,4.95,5.38,5.92,3.219,4.938,2.006,2.421,1.174,5.597,0.6116,a
1.79,5.635,4.814,5.359,5.853,3.215,5.013,2.168,2.456,1.194,5.151,0.5371,a
1.812,5.601,4.785,5.64,5.894,3.262,5.022,2.141,2.571,1.237,5.676,0.603,a
1.792,5.688,5.089,5.554,5.93,3.025,5.042,2.208,2.488,1.248,5.066,0.6311,a
2.001,5.682,4.86,5.349,6.005,3.179,5.116,2.229,2.422,1.18,5.503,0.5444,a
1.945,5.831,4.966,5.424,5.935,2.987,5.12,2.269,2.52,1.216,5.69,0.6152,a
1.868,5.762,4.963,5.497,5.991,3.087,5.142,2.242,2.238,1.263,4.897,0.542,a
1.769,5.442,5.002,5.513,5.901,3.154,5.107,2.09,2.372,1.169,5.125,0.5298,a
1.744,5.437,4.867,5.45,5.907,3.06,5.083,2.178,2.466,1.205,5.714,0.7239,a
1.909,5.513,4.949,5.444,5.916,3.019,5.204,2.18,2.462,1.219,4.708,0.5652,a
1.792,5.851,4.861,5.273,5.92,2.915,5.227,2.245,2.428,1.08,5.242,0.5762,a
1.843,5.596,4.762,5.46,5.898,2.958,5.039,2.203,2.373,1.146,4.766,0.531,a
1.771,5.496,4.749,5.449,5.946,2.948,5.134,2.222,2.423,1.132,5.53,0.6616,a
1.747,5.482,5.07,5.549,5.927,3.052,5.088,2.192,2.433,1.172,5.811,0.6848,a
1.771,5.798,4.696,5.365,5.957,2.998,5.106,2.224,2.438,1.094,5.465,0.592,a
1.736,5.634,4.816,5.236,5.905,2.977,5.027,2.2,2.408,1.105,5.54,0.5542,a
1.578,5.836,4.641,5.52,5.924,3.105,5.186,2.22,2.434,1.178,5.626,0.5859,a
1.798,5.58,4.744,5.36,5.923,3.149,5.067,2.244,2.352,0.9656,5.038,0.4919,a
1.79,5.439,4.783,5.355,5.977,2.968,5.154,2.236,2.393,1.211,5.557,0.5615,a
1.793,5.812,4.966,5.391,5.912,3.119,4.987,2.173,2.435,1.281,5.325,0.4749,a
1.622,5.709,4.856,5.497,5.959,3.071,5.084,2.238,2.31,1.105,5.496,0.5713,a
1.716,5.588,4.878,5.388,5.933,3.037,4.869,2.278,2.352,1.143,5.054,0.5823,a
1.663,5.632,4.817,5.522,5.941,3.002,5.082,2.183,2.358,1.101,5.144,0.5078,a
1.667,5.396,4.874,5.267,5.906,3.014,5.118,2.136,2.235,1.116,5.775,0.575,a
1.743,5.73,4.866,5.303,5.924,2.938,5.161,2.212,2.278,1.074,5.596,0.481,a
1.788,5.887,5.105,5.482,5.874,3.002,5.115,2.137,2.343,1.135,5.54,0.5774,a
1.663,5.646,4.91,5.349,5.9,3.105,4.945,2.249,2.229,1.138,5.396,0.5627,a
1.742,5.719,4.619,5.328,5.908,3.145,5.087,2.212,2.3,1.09,5.265,0.5603,a
1.714,5.347,4.904,5.287,5.917,3.029,4.99,2.167,2.291,1.089,5.709,0.5261,a
1.746,5.753,4.999,5.283,5.88,2.959,4.96,2.15,2.355,1.202,5.575,0.5957,a
1.67,5.798,4.824,5.503,5.947,2.916,5.061,2.1,2.278,1.108,5.494,0.5176,a
1.781,5.47,4.761,5.323,5.913,3.004,5.144,2.106,2.257,1.074,4.885,0.5957,a
1.672,5.735,4.927,5.339,5.911,2.927,5.038,2.068,2.223,1.136,5.709,0.4639,a
1.711,5.53,4.86,5.548,5.834,2.924,5.007,2.201,2.332,1.028,4.802,0.5151,a
1.738,5.889,5.045,5.466,5.9,2.924,5.02,2.114,2.302,1.167,5.385,0.5127,a
1.702,5.703,5.029,5.238,5.861,2.891,5.037,2.104,2.223,1.09,5.684,0.5676,a
1.71,5.706,4.977,5.311,5.946,2.837,5.07,2.02,2.214,1.029,5.509,0.5725,a
1.688,5.386,4.808,5.309,5.902,2.955,4.943,2.23,2.274,1.101,5.059,0.5981,a
1.75,5.597,4.9,5.317,5.937,2.804,5.104,2.026,2.236,1.134,5.094,0.5176,a
1.769,5.793,4.68,5.541,5.874,2.921,5.013,2.076,2.209,1.088,5.742,0.47,a
1.641,5.684,4.884,5.498,5.906,2.854,5.062,2.051,2.185,1.027,5.551,0.4919,a
1.729,5.704,4.761,5.295,5.922,3.024,5.14,1.978,2.158,0.9631,5.371,0.5798,a
1.953,3.391,1.863,1.028,2.947,0.1892,1.234,0.1746,0.3809,0.3162,5.658,0.07324,a
1.975,3.518,1.809,1.205,2.887,0.4065,1.302,0.1257,0.1575,0.1941,5.525,0.1038,a
2.131,3.607,1.68,1.135,2.917,0.2161,1.31,0.0647,0.2771,0.1978,4.941,0.1184,a
2.017,3.39,1.692,1.08,3.062,0.2393,1.279,0.2429,0.2905,0.2332,5.31,0.07202,a
2.045,3.392,1.852,1.147,2.95,0.1758,1.189,0.1831,0.3235,0.1562,4.979,0.2197,a
1.887,3.512,1.766,1.053,2.897,0.2417,1.261,0.26,0.2881,0.1587,5.562,0.05981,a
1.978,3.402,1.711,1.067,2.83,0.1501,1.323,0.3259,0.293,0.2588,4.939,0.293,a
2.053,3.427,1.793,1.132,2.944,0.2905,1.19,0.2783,0.332,0.2246,5.438,0.09888,a
2.065,3.369,1.864,1.066,2.993,0.1428,1.086,0.3882,0.4053,0.1428,5.178,0.1794,a
2.013,3.531,1.748,0.9851,2.787,0.1758,0.9058,0.2319,0.2454,0.3125,5.474,0.1953,a
2.057,3.507,1.812,1.191,3.024,0.2014,1.232,0.3174,0.2588,0.2209,5.537,0.1538,a
2.064,3.336,1.835,1.084,2.906,0.1562,1.233,0.2747,0.2527,0.2173,5.298,0.1245,a
2.012,3.455,1.927,1.025,2.965,0.2319,1.311,0.2905,0.2161,0.2087,5.292,0.2112,a
1.997,3.524,1.777,1.141,3.112,0.1831,1.292,0.2502,0.2307,0.2051,4.856,0.1794,a
2.068,3.674,1.781,1.024,3.005,0.2271,1.248,0.1208,0.2209,0.2136,4.807,0.2539,a
1.93,3.513,1.788,1.146,2.939,-0.03174,1.436,0.1733,0.2747,0.2222,5.123,0.1904,a
1.842,3.618,1.83,1.216,2.839,0.2783,1.246,0.2087,0.3674,0.2405,5.046,0.0415,a
2.097,3.411,1.652,1.008,3.147,0.2795,1.223,0.2087,0.2307,0.1379,5.496,0.1099,a
2.229,3.556,1.821,1.108,3.12,0.3613,1.204,0.2881,0.4114,0.2832,5.347,0.1685,a
2.103,3.419,1.798,1.118,3.198,0.2112,1.227,0.1318,0.2747,0.1013,4.957,0.08545,a
1.906,3.401,1.783,1.023,2.867,0.2527,1.267,0.282,0.4089,0.2332,5.4,0.1208,a
2.096,3.608,1.89,0.9741,2.959,0.2588,1.338,0.3918,0.2869,0.1135,4.858,0.2295,a
2.096,3.496,1.802,1.069,2.991,0.2441,1.243,0.3491,0.3406,0.2051,5.143,0.1355,a
1.875,3.591,1.814,0.9985,2.937,0.1648,1.29,0.2307,0.3711,0.1709,4.796,0.1733,a
2.084,3.287,1.772,1.204,3.004,0.2942,1.332,0.2161,0.2014,0.2087,4.719,0.03296,a
2.063,3.536,1.643,1.263,2.909,0.05005,1.252,0.3015,0.2917,0.1721,4.8,0.1672,a
2.168,3.533,1.918,1.055,2.992,0.1013,1.334,0.1904,0.1147,0.177,5.647,-0.004883,a
1.914,3.397,1.777,0.8569,2.914,0.282,1.274,0.1233,0.2441,0.1587,5.005,0.1453,a
1.989,3.304,1.788,1.084,3.141,0.2612,1.196,0.437,0.2173,0.2417,4.821,0.1416,a
2.001,3.566,1.864,1.031,2.994,0.2063,1.27,0.2356,0.3589,0.2148,5.555,0.1501,a
1.908,3.547,1.741,0.9912,2.839,0.2319,1.198,0.2258,0.3186,0.1807,5.173,0.05859,a
2.142,3.375,1.741,0.9619,2.998,0.2283,1.289,0.2893,0.3162,-0.009766,5.271,0.238,a
1.934,3.497,1.818,1.135,2.834,0.1953,1.3,0.2441,0.2625,0.3381,4.921,0.105,a
2.118,3.636,1.863,1.047,3.157,0.2209,1.235,0.1953,0.1855,0.1611,5.717,0.1794,a
2.004,3.278,2.174,1.086,3.018,0.2393,1.244,0.2844,0.2222,0.2637,5.164,0.1392,a
2.211,3.683,2.629,1.16,3.462,0.199,1.178,0.3064,0.3613,0.3125,5.312,0.2026,a
1.887,3.927,3.335,1.132,4.143,0.4468,1.333,0.3027,0.354,0.2844,5.68,0.2625,a
2.092,4.225,3.286,1.096,4.524,0.4285,1.265,0.387,0.437,0.2332,5.415,0.2307,a
2.115,4.435,3.795,1.178,4.708,0.4834,1.332,0.365,0.5798,0.4395,4.912,0.2417,a
2.128,4.835,3.654,1.067,5.103,0.4626,1.416,0.6213,0.6763,0.2881,5.779,0.2502,a
2.389,4.822,3.834,1.117,4.752,0.5652,1.469,0.7666,0.675,0.4053,5.09,0.304,a
2.157,5.28,4.004,1.206,5.038,0.6995,1.464,0.6531,0.7715,0.4102,4.879,0.4358,a
2.354,4.9,4.111,1.466,4.928,0.6628,1.638,0.7556,0.6982,0.4639,5.593,0.3418,a
2.263,5.372,3.96,1.313,5.044,0.8643,1.777,0.7324,0.7129,0.4321,5.527,0.2905,a
2.584,4.745,3.984,1.771,5.017,0.8826,1.792,0.7983,0.9387,0.4883,5.289,0.249,a
2.358,5.408,4.1,1.892,5.291,0.8472,2.288,0.8887,0.8826,0.5115,4.763,0.2148,a
2.52,4.874,4.102,1.805,5.214,0.9802,2.136,0.8691,0.8105,0.5273,5.142,0.3186,a
2.454,5.455,4.241,2.114,5.477,0.9216,2.455,0.6604,0.9998,0.5481,5.748,0.1331,a
2.463,5.123,4.194,2.205,5.516,0.8789,2.844,0.8105,0.9729,0.4736,4.961,0.4272,a
2.532,4.963,4.11,2.264,5.389,0.9399,2.853,0.8777,0.9875,0.553,4.796,0.21,a
2.418,5.638,4.076,2.318,5.511,1.016,2.888,0.9229,1.084,0.5823,5.734,0.4053,a
2.72,5.66,4.222,2.388,5.26,1.105,3.342,0.9045,0.8655,0.5188,5.436,0.3247,a
2.59,4.905,4.058,2.572,5.364,0.9888,3.279,0.9265,0.9998,0.5542,4.794,0.2844,a
2.732,5.474,3.977,2.498,5.314,1.202,3.666,0.8997,0.9607,0.4468,5.74,0.21,a
2.822,5.013,4.073,2.594,5.557,1.058,3.729,0.9814,0.9155,0.5469,5.635,0.3101,a
2.704,5.09,3.959,2.616,5.273,1.055,3.859,0.9851,0.8582,0.5054,5.525,0.3137,a
2.563,5.068,4.099,2.703,5.526,0.9509,3.954,0.9717,0.9131,0.5859,5.007,0.3552,a
2.5,5.386,4.258,2.625,5.548,1.06,4.177,0.99,0.9241,0.4675,5.581,0.2698,a
2.502,5.051,3.92,2.676,5.121,0.9534,4.412,0.9399,0.9534,0.5322,5.581,0.3247,a
2.964,5.56,4.037,2.562,5.21,1.096,4.039,0.9778,0.9448,0.5859,5.518,0.282,a
2.933,5.549,4.17,2.648,5.435,1.229,4.296,1.05,0.9375,0.4993,5.47,0.3076,a
2.661,5.488,4.054,2.72,5.442,1.252,4.443,0.9412,1.035,0.5481,5.477,0.2795,a
2.74,5.391,4.287,2.69,5.231,0.9668,4.489,0.8972,0.8362,0.5664,5.565,0.3174,a
2.906,5.571,4.368,2.823,5.436,1.094,4.596,0.8508,0.9692,0.4993,5.334,0.3442,a
2.881,5.675,4.148,2.845,5.447,1.03,4.663,1.008,0.8362,0.5444,5.376,0.2979,a
2.834,5.533,4.272,2.726,5.243,1.039,4.598,0.9985,1.003,0.6042,5.244,0.343,a
2.706,5.48,4.103,2.845,5.466,1.107,4.758,0.9094,1.035,0.3674,5.593,0.1868,a
2.935,5.498,4.232,2.773,5.162,1.135,4.836,1.058,0.9521,0.6213,5.522,0.2197,a
3.098,5.583,4.174,2.688,5.261,1.079,4.875,1.04,0.9326,0.553,5.231,0.3027,a
2.817,5.366,3.938,2.788,5.146,1.01,4.834,1.031,0.9094,0.5945,5.437,0.3137,a
3.03,5.625,4.001,2.703,5.436,1.053,4.84,0.9155,0.7434,0.5981,4.926,0.177,a
2.959,5.112,4.099,2.896,5.144,1.069,4.749,0.9265,0.9912,0.5322,4.801,0.3296,a
2.991,5.17,4.106,2.75,4.896,1.196,4.734,1.045,0.918,0.5762,5.277,0.1453,a
3.135,5.667,4.061,2.753,5.402,1.172,4.769,0.9143,0.8923,0.5286,5.726,0.2625,a
3.103,5.084,4.138,2.826,5.168,1.106,4.762,1.011,1.042,0.5347,5.553,0.332,a
2.991,5.389,4.211,2.582,5.559,1.09,4.938,1.039,1.022,0.5261,4.845,0.2979,a
3.013,5.229,4.371,2.782,5.367,1.24,5.016,1.062,0.9949,0.4614,5.099,0.2771,a
2.848,5.017,4.104,2.678,5.4,1.123,4.911,1.091,0.9155,0.603,5.398,0.3113,a
3.065,4.983,4.297,2.675,5.264,1.034,4.78,1.006,0.8984,0.509,5.068,0.3113,a
3.024,5.297,4.08,2.703,5.392,1.146,4.839,0.8838,1.016,0.553,5.38,0.2576,a
3.164,5.171,4.166,2.604,5.125,0.8826,4.885,1.112,0.8594,0.5286,5.431,0.2368,a
2.886,5.686,4.18,2.704,5.182,1.057,4.948,0.8093,0.9351,0.5029,5.548,0.3931,a
3.013,5.177,4.137,2.631,5.338,1.041,4.889,0.957,0.9009,0.5432,5.302,0.1807,a
2.957,5.109,4.302,2.725,5,1.039,4.968,0.885,0.896,0.5286,4.938,0.3235,a
2.998,5.548,4.032,2.632,5.276,1.168,4.863,0.9106,0.9399,0.6006,5.328,0.3284,a
3.107,5.297,4.114,2.634,5.177,1.045,4.982,1.008,0.7703,0.4822,5.225,0.304,a
2.968,5.066,4.186,2.671,5.37,1.083,4.915,0.8411,0.9241,0.5029,5.021,0.3015,a
2.981,5.592,4.152,2.698,4.968,1.086,4.95,0.9741,0.8984,0.4553,5.366,0.3613,a
3.076,5.449,4.017,2.761,5.533,1.077,4.758,0.9839,0.885,0.4626,5.69,0.3137,a
3.065,5.204,4.048,2.76,5.269,1.028,4.884,1.039,0.9729,0.4443,5.797,0.321,a
3.03,5.604,4.055,2.833,5.154,1.111,4.932,0.9314,0.9326,0.5115,5.762,0.3467,a
2.963,5.609,3.884,2.819,5.054,1.024,4.807,0.9436,0.9277,0.4492,5.449,0.3186,a
2.952,5.614,4.099,2.677,5.123,1.06,4.785,1.005,0.9399,0.4663,5.604,0.2502,a
2.87,4.88,4.042,2.819,5.36,1.055,4.615,0.7507,0.9265,0.5676,5.455,0.376,a
3.186,4.987,4.302,2.738,5.153,1.039,4.917,0.9131,0.8179,0.4785,5.8,0.2478,a
3.102,5.621,4.045,2.66,5.272,1.083,4.913,1.165,0.7959,0.4932,5.386,0.2405,a
3.735,3.395,1.868,1.162,2.925,0.293,1.571,0.2625,0.2148,0.3137,5.531,0.07446,a
3.916,3.595,1.866,1.086,2.954,0.2222,1.415,0.2893,0.332,0.1697,5.386,0.2527,a
3.622,3.569,1.799,1.213,2.917,0.1465,1.36,0.1074,0.2222,0.238,4.719,0.177,a
3.832,3.3,1.753,1.118,2.998,0.2222,1.41,0.2112,0.2051,0.2405,5.356,0.188,a
3.669,3.397,1.775,1.201,3.115,0.2148,1.421,0.2881,0.343,0.1343,5.334,0.1062,a
3.821,3.59,1.786,1.096,2.91,0.1611,1.455,0.2112,0.1086,0.2698,5.518,0.09888,a
3.682,3.499,1.798,1.149,2.863,0.2161,1.376,0.2722,0.2246,0.304,5.269,0.1709,a
3.652,3.378,1.951,1.252,2.813,0.2612,1.436,0.3308,0.2673,0.1709,5.171,0.2576,a
3.898,3.21,1.768,1.16,3.06,0.1013,1.44,0.2039,0.1672,0.3052,5.637,0.2173,a
3.738,3.413,1.722,1.241,2.854,0.2136,1.425,0.2991,0.2051,0.3088,5.608,0.2283,a
3.826,3.486,1.83,1.188,2.904,0.2063,1.453,0.2551,0.2686,0.1709,5.784,0.1538,a
3.756,3.599,1.716,1.071,2.941,0.2051,1.381,0.3796,0.1685,0.2148,4.687,0.166,a
3.691,3.573,1.73,0.9692,2.826,0.238,1.36,0.249,0.2026,0.05005,4.984,0.1697,a
3.459,3.547,1.731,1.165,2.764,0.2783,1.439,0.116,0.1575,0.3857,5.518,0.155,a
3.723,3.494,1.838,1.15,2.877,0.1709,1.417,0.21,0.2856,0.09766,5.065,0.1782,a
3.846,3.53,1.914,1.121,2.827,0.3101,1.449,0.177,0.199,0.1392,4.825,0.1489,a
3.652,3.402,1.705,1.147,2.651,0.1086,1.416,0.3357,0.3308,0.2429,4.868,0.2051,a
3.661,3.362,1.743,1.111,3.06,0.1697,1.365,0.1587,0.2417,0.188,5.353,0.1367,a
3.636,3.422,1.79,1.117,3.052,0.2869,1.388,0.2087,0.2747,0.1318,5.292,0.188,a
3.821,3.573,1.893,1.108,3.085,0.2087,1.514,0.2673,0.2856,0.144,4.905,0.177,a
3.922,3.389,1.765,1.174,2.959,0.1929,1.449,0.2466,0.2478,0.2466,5.586,0.1733,a
3.821,3.58,1.783,1.252,3.044,0.2576,1.501,0.5249,0.3149,0.1733,5.266,0.08057,a
3.864,3.567,1.724,1.198,3.024,0.1892,1.449,0.2856,0.2527,0.1624,5.662,0.01831,a
3.822,3.389,1.76,0.9692,3.074,0.3284,1.426,0.1855,0.2625,0.2124,5.702,0.1648,a
3.599,3.436,1.853,1.241,2.872,0.1465,1.458,0.2844,0.2844,0.2954,5.64,0.1904,a
3.95,3.457,1.786,1.097,2.805,0.2673,1.466,0.2075,0.2429,0.1294,4.968,0.07202,a
3.821,3.352,1.709,1.145,2.976,0.3333,1.448,0.3601,0.2319,0.2515,5.255,0.21,a
3.853,3.44,1.926,1.15,2.85,0.1379,1.376,0.2209,0.1953,0.1868,5.58,0.1282,a
3.608,3.489,1.685,1.132,2.985,0.1697,1.398,0.2209,0.3601,0.1404,5.5,0.1831,a
3.893,3.342,1.838,1.191,2.926,0.2185,1.539,0.5408,0.4089,0.1465,4.93,0.2026,a
3.724,3.522,1.797,1.013,3.08,0.2014,1.372,0.2844,0.1868,0.3455,5.066,0.2319,a
3.643,3.606,1.774,1.185,2.887,0.3662,1.469,0.2954,0.3613,0.1831,5.151,0.05493,a
3.77,3.467,1.865,1.086,2.723,0.2136,1.437,0.2588,0.2917,0.3076,5.573,0.1392,a
3.763,3.433,1.831,1.202,2.883,0.2869,1.434,0.3674,0.2661,0.1831,4.799,0.2112,a
3.756,3.352,1.766,1.256,2.991,0.1257,1.475,0.282,0.1794,0.2319,5.518,0.08179,a
3.845,3.59,1.846,1.089,2.98,0.2515,1.473,0.282,0.2344,0.2771,5.232,0.1453,a
3.947,3.489,1.855,1.051,2.799,0.2539,1.373,0.05493,0.2271,0.2808,5.59,0.1587,a
3.842,3.392,1.744,1.21,2.948,0.3503,1.537,0.2722,0.2417,0.2234,5.721,0.1562,a
3.555,3.499,1.853,1.19,3.167,0.3271,1.396,0.2002,0.21,0.2734,4.689,0.1624,a
3.835,3.401,1.836,1.206,2.998,-0.03174,1.432,0.2515,0.3418,0.1184,4.955,0.1721,a
3.655,3.452,1.74,1.11,2.911,0.332,1.478,0.1709,0.3259,0.1855,5.297,0.1697,a
3.749,3.481,1.819,1.16,3.213,0.21,1.409,0.2991,0.2136,0.1685,5.585,0.1062,a
3.574,3.58,1.715,1.082,2.793,0.1343,1.493,0.4395,0.2783,0.1184,4.664,0.1746,a
3.931,3.287,1.794,1.134,2.793,0.1819,1.368,0.1978,0.2405,0.1965,5.675,0.249,a
3.694,3.629,1.895,0.968,3.054,0.2612,1.519,0.2148,0.2783,0.1062,4.792,0.1794,a
3.839,3.391,1.882,1.156,3,0.282,1.393,0.1917,0.2698,0.1331,5.363,0.1172,a
3.827,3.357,1.771,1.174,2.983,0.2185,1.472,0.2551,0.2539,0.09277,4.845,0.09644,a
3.837,3.607,1.747,1.215,2.83,0.2747,1.517,0.2576,0.2405,0.2185,5.403,0.1489,a
3.658,3.499,1.862,1.211,2.99,0.2026,1.458,0.3198,0.3662,0.2466,5.732,0.1294,a
3.835,3.618,1.891,1.003,2.937,0.2783,1.444,0.3137,0.3687,0.2319,4.889,0.1672,a
3.674,3.556,1.827,1.163,2.874,0.2332,1.412,0.1978,0.3333,0.1221,4.791,0.1746,a
3.584,3.445,1.763,1.182,2.959,0.1111,1.398,0.1294,0.2832,0.1953,5.321,0.1062,a
3.789,3.354,1.678,1.251,2.764,0.3027,1.442,0.2478,0.2148,0.2307,4.701,0.177,a
3.529,3.549,1.835,0.9912,2.882,0.1746,1.37,0.1904,0.2576,0.199,5.596,0.1526,a
3.558,3.762,1.949,1.196,3.063,0.365,1.426,0.1868,0.26,0.1855,5.74,0.09155,a
3.719,3.4,1.835,1.206,3.119,0.2014,1.511,0.199,0.1782,0.3027,5.626,0.1697,a
3.855,3.596,1.873,1.079,2.961,0.2173,1.392,0.1013,0.2515,0.1343,5.552,0.1453,a
3.87,3.42,1.868,1.318,2.838,0.1135,1.462,0.1172,0.1135,0.199,5.498,0.1404,a
3.807,3.473,1.755,1.173,2.893,0.2466,1.498,0.3357,0.3101,0.304,4.832,0.05859,a
3.589,3.597,1.874,1.278,3.069,0.1465,1.398,0.1721,0.1721,0.2734,5.52,0.08789,a
3.834,3.473,1.865,1.208,2.958,0.1819,1.498,0.07568,0.26,0.2649,5.225,0.05371,a
3.77,3.473,1.635,1.119,2.57,0.2844,1.384,0.2625,0.2393,0.2563,5.402,0.008545,a
3.815,3.759,1.847,1.172,3.049,0.1184,1.55,0.2332,0.2893,0.2417,4.729,0.2332,a
3.634,3.64,1.725,1.14,2.96,0.3748,1.45,0.1526,0.2832,0.2148,4.995,0.21,a
3.624,3.53,1.912,1.09,2.991,0.2222,1.348,0.2429,0.2271,0.293,5.247,0.1709,a
3.778,3.737,1.874,1.11,3.047,0.271,1.396,0.2539,0.2722,0.2686,5.516,0.21,a
3.722,3.462,1.782,1.184,2.854,0.1733,1.455,0.2832,0.2771,0.1135,4.938,0.1208,a
3.484,3.77,1.862,1.085,2.791,0.2197,1.44,0.1917,0.3284,0.2466,5.32,0.1514,a
3.717,3.409,1.731,1.163,3.011,0.1904,1.459,0.1624,0.2393,0.1904,4.994,0.1379,a
3.745,3.767,1.705,1.193,2.988,0.1843,1.399,0.1404,0.2576,0.2551,5.3,0.1587,a
3.506,3.634,1.881,1.125,2.952,0.3101,1.422,0.3101,0.08057,0.1221,5.454,0.1221,a
3.779,3.455,1.711,1.223,2.77,0.1733,1.387,0.3345,0.2893,0.1501,4.985,0.1782,a
3.787,3.436,1.901,0.99,2.928,0.2283,1.312,0.2405,0.2197,0.2405,5.19,0.1721,a
3.794,3.625,1.793,1.017,3.075,0.1904,1.445,0.3027,0.2539,0.271,5.471,0.03906,a
3.616,3.756,1.658,1.23,3.176,0.1819,1.427,0.1807,0.365,0.0708,5.681,0.1501,a
3.655,3.757,1.976,1.232,3.022,0.2209,1.461,0.3369,0.2979,0.2051,4.806,0.166,a
3.685,3.733,1.986,1.127,2.991,0.332,1.526,0.3442,0.2686,0.004883,5.603,0.1855,a
3.712,3.651,1.852,1.232,3.149,0.1294,1.381,0.2917,0.2478,0.1929,4.795,0.1453,a
3.575,3.821,2.064,1.248,2.889,0.2527,1.528,0.2844,0.3223,0.2051,5.461,0.1282,a
3.761,3.433,1.76,1.294,2.621,0.1721,1.398,0.1904,0.3113,0.2161,5.377,0.1282,a
3.679,3.484,1.818,1.123,2.914,0.04272,1.47,0.2661,0.3467,0.3088,4.934,0.1648,a
3.683,3.458,1.825,1.163,2.893,0.3528,1.398,0.2637,0.1782,0.1868,5.656,0.1819,a
3.555,3.651,1.888,1.121,3.046,0.2087,1.42,0.1978,0.2307,0.2258,5.381,0.1746,a
3.823,3.673,1.998,1.149,3.063,0.2393,1.439,0.1978,0.2429,0.03052,5.016,-0.04272,a
3.876,3.49,1.967,1.05,3.065,0.2673,1.456,0.2734,0.3979,0.2271,5.161,0.1233,a
3.662,3.835,1.802,1.301,3.038,0.2478,1.478,0.3345,0.249,0.2112,5.317,0.1697,a
3.761,3.652,1.957,1.083,2.957,0.3711,1.611,0.3064,0.1929,0.1501,5.706,0.1074,a
3.737,3.49,1.935,1.141,3.101,0.1379,1.384,0.2673,0.199,0.1965,5.737,0.1477,a
3.672,3.698,2.053,1.166,2.997,0.2283,1.425,0.304,0.3076,0.2734,5.076,0.09033,a
3.859,3.752,2.062,1.195,3.003,0.293,1.357,0.2039,0.1758,0.1929,5.532,0.1318,a
3.898,3.612,1.929,1.129,3.018,0.3088,1.544,0.2185,0.2808,0.2234,5.143,0.1392,a
3.519,3.815,1.932,1.162,3.054,0.1367,1.488,0.282,0.2075,0.1758,5.341,0.1965,a
3.927,3.812,1.865,1.317,3.032,0.2905,1.379,0.238,0.2588,0.2783,5.088,0.1868,a
3.828,3.8,2.081,1.078,3.026,0.05005,1.464,0.2893,0.2271,0.2136,5.49,0.155,a
3.701,3.552,2.004,1.204,2.76,0.2112,1.398,0.3479,0.3601,0.1819,5.577,0.1196,a
1.951,4.583,3.213,0.929,4.254,0.7581,0.957,0.4541,0.4956,0.2881,-0.002441,0.2808,b
1.694,4.799,3.632,0.9509,4.391,0.9485,0.9888,0.4419,0.6226,0.2747,0.1807,0.2722,b
1.707,5.503,3.865,1.033,4.526,1.298,1.041,0.5664,0.6128,0.4468,-0.08057,0.2295,b
1.587,4.882,3.762,1.074,4.86,1.257,1.189,0.3894,0.6421,0.3564,-0.007324,0.2429,b
